iteration,chain,"(""V"", ""evolution_rate"")","(""A"", ""evolution_rate"")",lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
511,1,11.806565911433237,12.6810171038768,-1.216617614947643e6,3.0,1.0,0.9737349435171172,-1.216617614947643e6,1.216618418103073e6,0.01640225970186293,0.05654862360097468,1.0,0.0,0.6473584857095747,0.6473584857095747
512,1,11.698104115222076,12.615368427114415,-1.216619239361329e6,7.0,1.0,0.7155670463762451,-1.216619239361329e6,1.216619409637818e6,0.6771528192330152,0.7675718094687909,2.0,0.0,0.6473584857095747,0.6473584857095747
513,1,11.792595830986286,12.444171276232154,-1.2166194645513622e6,3.0,1.0,0.9588337393770755,-1.2166194645513622e6,1.2166194899522539e6,0.13181718485429883,-0.9037015058565885,2.0,0.0,0.6473584857095747,0.6473584857095747
514,1,11.78245993996468,12.485022497998266,-1.216618249533196e6,1.0,1.0,1.0,-1.216618249533196e6,1.216619290577015e6,-0.6478067212738097,-0.6478067212738097,1.0,0.0,0.6473584857095747,0.6473584857095747
515,1,11.631743608170689,12.456381272131411,-1.21661927394446e6,3.0,1.0,0.9995655720725752,-1.21661927394446e6,1.2166194782093335e6,0.0013041337952017784,-0.2839581782463938,2.0,0.0,0.6473584857095747,0.6473584857095747
516,1,11.708330776833135,12.37320249211772,-1.2166193209794313e6,3.0,1.0,0.9673054840983801,-1.2166193209794313e6,1.2166197286819867e6,0.10323338815942407,-0.2807326316833496,2.0,0.0,0.6473584857095747,0.6473584857095747
517,1,11.637971537992357,12.36777531473491,-1.2166191907656814e6,7.0,1.0,0.9696927894635596,-1.2166191907656814e6,1.2166205043916698e6,-0.4717308571562171,-0.4717308571562171,3.0,0.0,0.6473584857095747,0.6473584857095747
518,1,11.803350097362225,12.74663560490214,-1.2166186354280661e6,7.0,1.0,0.6419279057025863,-1.2166186354280661e6,1.216620792652187e6,0.6124852527864277,0.8178144984412938,2.0,0.0,0.6473584857095747,0.6473584857095747
519,1,11.773471650632539,12.709909244530996,-1.2166186773591342e6,3.0,1.0,0.9421524436810991,-1.2166186773591342e6,1.2166194911423512e6,0.08581282082013786,-0.1297775385901332,1.0,0.0,0.6473584857095747,0.6473584857095747
520,1,11.801209016044078,12.690751216118183,-1.216617790036499e6,3.0,1.0,0.9808324743640892,-1.216617790036499e6,1.2166185863641475e6,-0.4074710416607559,-0.44967085565440357,2.0,0.0,0.6473584857095747,0.6473584857095747
521,1,11.786754497810032,12.522287241902355,-1.2166177448695228e6,7.0,1.0,0.9881414716742908,-1.2166177448695228e6,1.2166181010903763e6,-0.07672494067810476,-0.07672494067810476,3.0,0.0,0.6473584857095747,0.6473584857095747
522,1,11.666450609280156,12.496441897628683,-1.2166185866984904e6,3.0,1.0,0.87281934592023,-1.2166185866984904e6,1.216619752813204e6,0.10228385729715228,0.3081313360016793,2.0,0.0,0.6473584857095747,0.6473584857095747
523,1,11.798256105156575,12.695842621333727,-1.2166179008606253e6,7.0,1.0,0.9963434986579626,-1.2166179008606253e6,1.2166186774389036e6,-0.015234275022521615,-0.26641072053462267,3.0,0.0,0.6473584857095747,0.6473584857095747
524,1,11.798256105156575,12.695842621333727,-1.2166179008606253e6,1.0,1.0,0.5807168778620754,-1.2166179008606253e6,1.2166187926070152e6,0.0,0.5434919423423707,1.0,0.0,0.6473584857095747,0.6473584857095747
525,1,11.752624461827907,12.736565803741943,-1.2166199888147193e6,1.0,1.0,0.38850432172473787,-1.2166199888147193e6,1.2166202034611604e6,0.9454509851057082,0.9454509851057082,1.0,0.0,0.6473584857095747,0.6473584857095747
526,1,11.867006556168267,12.690395581504514,-1.2166175660989103e6,7.0,1.0,0.9748690604160736,-1.2166175660989103e6,1.2166193690601261e6,-1.1824482884258032,-1.1824482884258032,2.0,0.0,0.6473584857095747,0.6473584857095747
527,1,11.824405545010602,12.71284239623463,-1.2166177564685761e6,3.0,1.0,0.46644417581367864,-1.2166177564685761e6,1.2166193003674685e6,0.17092620767652988,1.3072633857373148,2.0,0.0,0.6473584857095747,0.6473584857095747
528,1,11.76375201065947,12.465374840109302,-1.2166182759044357e6,5.0,1.0,0.9077179149408815,-1.2166182759044357e6,1.216618647008771e6,0.1678321489598602,0.1678321489598602,2.0,0.0,0.6473584857095747,0.6473584857095747
529,1,11.76375201065947,12.465374840109302,-1.2166182759044357e6,1.0,1.0,0.29802206874927556,-1.2166182759044357e6,1.216619717319901e6,0.0,1.2105877390131354,1.0,0.0,0.6473584857095747,0.6473584857095747
530,1,11.731221572882962,12.434949842971452,-1.2166183622571232e6,3.0,1.0,0.9499458118553994,-1.2166183622571232e6,1.2166188074682618e6,-0.09437784785404801,0.16271020006388426,1.0,0.0,0.6473584857095747,0.6473584857095747
531,1,11.731221572882962,12.434949842971452,-1.2166183622571232e6,1.0,1.0,0.07446588878670116,-1.2166183622571232e6,1.2166207571282624e6,0.0,2.597414127085358,1.0,0.0,0.6473584857095747,0.6473584857095747
532,1,11.778839620854244,12.648600166120902,-1.216617648700198e6,7.0,1.0,1.0,-1.216617648700198e6,1.2166190240993975e6,-0.07216999121010303,-0.22005478921346366,3.0,0.0,0.6473584857095747,0.6473584857095747
533,1,11.810142134772006,12.524094754024448,-1.216618111400593e6,5.0,1.0,0.8886428993816988,-1.216618111400593e6,1.216618463502238e6,0.17841681535355747,0.24780430854298174,2.0,0.0,0.6473584857095747,0.6473584857095747
534,1,11.825790817488476,12.672699334117343,-1.2166174200328318e6,5.0,1.0,1.0,-1.2166174200328318e6,1.2166178570683992e6,-0.35459148045629263,-0.39176477352157235,2.0,0.0,0.6473584857095747,0.6473584857095747
535,1,11.829818863871036,12.525421921103117,-1.2166185605870164e6,5.0,1.0,0.7489401278052107,-1.2166185605870164e6,1.2166186403275677e6,0.5869734168518335,0.5869734168518335,2.0,0.0,0.6473584857095747,0.6473584857095747
536,1,11.826469257657472,12.779719315966307,-1.2166187678926229e6,7.0,1.0,0.9813081906437185,-1.2166187678926229e6,1.2166191354699964e6,-0.05922235990874469,-0.6454487135633826,2.0,0.0,0.6473584857095747,0.6473584857095747
537,1,12.044855716424081,12.823889897892105,-1.2166210991412282e6,3.0,1.0,0.9229505831436304,-1.2166210991412282e6,1.2166215511172242e6,0.26285711163654923,0.26285711163654923,2.0,0.0,0.6473584857095747,0.6473584857095747
538,1,11.866090853995678,12.814392171850123,-1.216618719841975e6,7.0,1.0,0.5412997627913075,-1.216618719841975e6,1.2166228114415705e6,-0.35403474722988904,2.4957855695392936,2.0,0.0,0.6473584857095747,0.6473584857095747
539,1,11.842351900855446,12.828855438944013,-1.216619471494619e6,1.0,1.0,0.7093218459043833,-1.216619471494619e6,1.2166198061592637e6,0.34344591200351715,0.34344591200351715,1.0,0.0,0.6473584857095747,0.6473584857095747
540,1,11.855776675375486,12.820301517748405,-1.216618999783114e6,1.0,1.0,1.0,-1.216618999783114e6,1.2166197173294225e6,-0.2117337870877236,-0.2117337870877236,1.0,0.0,0.6473584857095747,0.6473584857095747
541,1,11.845689803063403,12.818764991419318,-1.2166191682590565e6,1.0,1.0,0.9072145762575625,-1.2166191682590565e6,1.2166196643601204e6,0.09737627883441746,0.09737627883441746,1.0,0.0,0.6473584857095747,0.6473584857095747
542,1,11.94032326688578,12.679476335143821,-1.2166191716053633e6,3.0,1.0,0.9870285635674705,-1.2166191716053633e6,1.216619310185064e6,0.0396917057223618,-0.5520811292808503,2.0,0.0,0.6473584857095747,0.6473584857095747
543,1,11.926856971267632,12.767324764962298,-1.2166182431227705e6,3.0,1.0,1.0,-1.2166182431227705e6,1.2166189678316743e6,-0.5602093667257577,-0.5602093667257577,1.0,0.0,0.6473584857095747,0.6473584857095747
544,1,11.926856971267632,12.767324764962298,-1.2166182431227705e6,3.0,1.0,0.4029407318176572,-1.2166182431227705e6,1.2166205174647584e6,0.0,1.4098070012405515,2.0,0.0,0.6473584857095747,0.6473584857095747
545,1,11.931353508395052,12.856979347695786,-1.21661889794808e6,3.0,1.0,0.9514157724706483,-1.21661889794808e6,1.2166192998431176e6,0.06542535941116512,0.06542535941116512,2.0,0.0,0.6473584857095747,0.6473584857095747
546,1,11.924784504113283,12.835605900059036,-1.2166186435943889e6,1.0,1.0,1.0,-1.2166186435943889e6,1.2166189049595913e6,-0.033445188077166677,-0.033445188077166677,1.0,0.0,0.6473584857095747,0.6473584857095747
547,1,11.848846876063543,12.633261903829881,-1.2166175362255385e6,7.0,1.0,0.3970631570567353,-1.2166175362255385e6,1.216622422258598e6,-0.5129450629465282,3.050229229964316,3.0,0.0,0.6473584857095747,0.6473584857095747
548,1,11.880117925579338,12.707030951772907,-1.2166176797907334e6,7.0,1.0,0.9925310131260889,-1.2166176797907334e6,1.2166181223027844e6,-0.05164747592061758,-0.07803154038265347,2.0,0.0,0.6473584857095747,0.6473584857095747
549,1,11.849916371523962,12.695871543638003,-1.2166175035418447e6,3.0,1.0,0.8326071326297154,-1.2166175035418447e6,1.2166180232121628e6,-0.018676418345421553,0.31023732968606055,2.0,0.0,0.6473584857095747,0.6473584857095747
550,1,11.818520949624807,12.658173361462868,-1.2166173736338913e6,7.0,1.0,0.6389085798026681,-1.2166173736338913e6,1.2166185865010556e6,-0.015413528541103005,1.11239333008416,2.0,0.0,0.6473584857095747,0.6473584857095747
551,1,11.97686591601602,12.847766470947152,-1.2166191549512753e6,7.0,1.0,0.921674469558393,-1.2166191549512753e6,1.2166198051734401e6,0.09654184407554567,0.14581307442858815,2.0,0.0,0.6473584857095747,0.6473584857095747
552,1,11.857568431415963,12.702852511478529,-1.2166175438337363e6,7.0,1.0,0.8902921784186847,-1.2166175438337363e6,1.2166195512774752e6,-0.11294766562059522,0.3058981876820326,2.0,0.0,0.6473584857095747,0.6473584857095747
553,1,11.953402032568007,12.893401235771421,-1.216619380483023e6,3.0,1.0,0.5211059720531149,-1.216619380483023e6,1.2166207471517508e6,0.2578461521770805,0.9714216443244368,2.0,0.0,0.6473584857095747,0.6473584857095747
554,1,11.823581884656921,12.601188603801008,-1.216617440296492e6,7.0,1.0,0.9806986224981988,-1.216617440296492e6,1.2166203167512165e6,-0.14187184441834688,-0.14187184441834688,2.0,0.0,0.6473584857095747,0.6473584857095747
555,1,11.774063966637975,12.615101113316129,-1.2166174422032915e6,7.0,1.0,0.9998252020867504,-1.2166174422032915e6,1.2166174661870662e6,-0.0009355659130960703,-0.0681568041909486,2.0,0.0,0.6473584857095747,0.6473584857095747
556,1,11.73557126417081,12.475779133156298,-1.2166178408805572e6,7.0,1.0,0.9910440276824299,-1.2166178408805572e6,1.2166180209107625e6,0.0102050700224936,0.03268405585549772,2.0,0.0,0.6473584857095747,0.6473584857095747
557,1,11.863429251941517,12.778607403315009,-1.2166181886352962e6,5.0,1.0,0.29135002880251476,-1.2166181886352962e6,1.2166219353794784e6,0.49281301023438573,2.5547791339922696,2.0,0.0,0.6473584857095747,0.6473584857095747
558,1,11.741013090901797,12.514270733038655,-1.2166175651790542e6,7.0,1.0,0.9853515257302002,-1.2166175651790542e6,1.2166184193438487e6,-0.20417974097654223,-0.20417974097654223,2.0,0.0,0.6473584857095747,0.6473584857095747
559,1,11.757129870103475,12.57173397097435,-1.2166174212212267e6,3.0,1.0,0.7335058487133641,-1.2166174212212267e6,1.2166180444583884e6,0.034941349644213915,0.495929115684703,2.0,0.0,0.6473584857095747,0.6473584857095747
560,1,11.753936865042926,12.563760701826563,-1.2166174312494656e6,3.0,1.0,0.9996984032982487,-1.2166174312494656e6,1.2166175021799915e6,-0.004692056914791465,-0.006112107541412115,2.0,0.0,0.6473584857095747,0.6473584857095747
561,1,12.011083831511703,12.804336238466282,-1.2166200642622225e6,7.0,1.0,0.7343231314786023,-1.2166200642622225e6,1.2166204697665477e6,0.5414473244454712,0.6649296784307808,2.0,0.0,0.6473584857095747,0.6473584857095747
562,1,11.966489043183781,12.854402977602781,-1.2166190557807018e6,3.0,1.0,1.0,-1.2166190557807018e6,1.2166197151862232e6,-0.39739213860593736,-0.4085007307585329,2.0,0.0,0.6473584857095747,0.6473584857095747
563,1,11.940573369236093,12.92974277803602,-1.2166200517266996e6,7.0,1.0,0.5446923194492707,-1.2166200517266996e6,1.2166217832805724e6,0.38136245659552515,1.4719763027969748,3.0,0.0,0.6473584857095747,0.6473584857095747
564,1,11.915171925464493,12.744131519107858,-1.2166180773951916e6,3.0,1.0,1.0,-1.2166180773951916e6,1.2166199243398583e6,-0.32372428593225777,-0.32372428593225777,2.0,0.0,0.6473584857095747,0.6473584857095747
565,1,11.880027048752746,12.721065310042158,-1.216617698949539e6,3.0,1.0,1.0,-1.216617698949539e6,1.2166180959856529e6,-0.053643656661733985,-0.053643656661733985,2.0,0.0,0.6473584857095747,0.6473584857095747
566,1,11.854460756022046,12.726644899049264,-1.2166176840721378e6,3.0,1.0,0.7438610550137549,-1.2166176840721378e6,1.2166183462025083e6,0.04170627100393176,0.45777905778959394,2.0,0.0,0.6473584857095747,0.6473584857095747
567,1,11.907899180117067,12.724471056776943,-1.2166179968835555e6,3.0,1.0,0.9300206398461475,-1.2166179968835555e6,1.2166181513122937e6,0.03684550104662776,0.10976720601320267,2.0,0.0,0.6473584857095747,0.6473584857095747
568,1,11.793175122403103,12.644521651552088,-1.216617445807065e6,7.0,1.0,0.9959803086440459,-1.216617445807065e6,1.2166182019171538e6,-0.026962253265082836,-0.09476665360853076,2.0,0.0,0.6473584857095747,0.6473584857095747
569,1,11.828230691524125,12.674790384196722,-1.2166174238944554e6,3.0,1.0,0.3678436576766185,-1.2166174238944554e6,1.2166208147963444e6,-0.014411596348509192,3.266035881591961,2.0,0.0,0.6473584857095747,0.6473584857095747
570,1,11.82803601353525,12.69807556200866,-1.216617580104014e6,1.0,1.0,0.9467036172698113,-1.216617580104014e6,1.2166175991860018e6,0.054769204929471016,0.054769204929471016,1.0,0.0,0.6473584857095747,0.6473584857095747
571,1,11.757781827058674,12.61095872947208,-1.2166176174768766e6,7.0,1.0,0.960180541612041,-1.2166176174768766e6,1.2166178537796286e6,0.05262066819705069,0.10302895936183631,2.0,0.0,0.6473584857095747,0.6473584857095747
572,1,11.757781827058674,12.61095872947208,-1.2166176174768766e6,3.0,1.0,0.5102653572146001,-1.2166176174768766e6,1.2166192640880179e6,0.0,1.456695609493181,1.0,0.0,0.6473584857095747,0.6473584857095747
573,1,11.693469896050503,12.597923414339359,-1.2166190753415695e6,3.0,1.0,0.694352672041835,-1.2166190753415695e6,1.2166194929949925e6,0.6367861116304994,0.6367861116304994,1.0,0.0,0.6473584857095747,0.6473584857095747
574,1,11.696973833641657,12.327431934792745,-1.216620370071119e6,3.0,1.0,0.9767477496616094,-1.216620370071119e6,1.2166206215378358e6,0.07230916898697615,-0.7631501876749098,2.0,0.0,0.6473584857095747,0.6473584857095747
575,1,11.631863380762871,12.491225674122404,-1.2166196496767988e6,7.0,1.0,1.0,-1.2166196496767988e6,1.2166203275861135e6,-0.22010534047149122,-0.893827167339623,3.0,0.0,0.6473584857095747,0.6473584857095747
576,1,11.841072498355341,12.571240065823693,-1.2166180271174053e6,7.0,1.0,0.9609877972773452,-1.2166180271174053e6,1.2166199037047056e6,-0.3789392907638103,-0.3789392907638103,2.0,0.0,0.6473584857095747,0.6473584857095747
577,1,11.767026224266672,12.471520864014643,-1.2166182195430957e6,7.0,1.0,0.9978472682656758,-1.2166182195430957e6,1.216618440837409e6,-0.04876538133248687,-0.20935685350559652,3.0,0.0,0.6473584857095747,0.6473584857095747
578,1,11.769470849141872,12.798167510894148,-1.2166210809701816e6,7.0,1.0,0.24844720787356148,-1.2166210809701816e6,1.216624794023329e6,1.9091601136606187,2.5032318350858986,3.0,0.0,0.6473584857095747,0.6473584857095747
579,1,11.77213587261396,12.597765177989395,-1.216617379197215e6,7.0,1.0,0.9449625137498708,-1.216617379197215e6,1.2166195176428491e6,-1.71299581322819,-1.71299581322819,2.0,0.0,0.6473584857095747,0.6473584857095747
580,1,11.694871473929947,12.45443099530307,-1.2166180668147812e6,7.0,1.0,0.6971807896720128,-1.2166180668147812e6,1.2166189964935072e6,-0.08726499043405056,0.7991163986735046,2.0,0.0,0.6473584857095747,0.6473584857095747
581,1,11.67740729296064,12.534094889195268,-1.2166186441001857e6,3.0,1.0,0.7556018188968198,-1.2166186441001857e6,1.2166189094606938e6,0.43332963762804866,0.48052483214996755,2.0,0.0,0.6473584857095747,0.6473584857095747
582,1,11.699614263762657,12.503387109009573,-1.2166179339343363e6,1.0,1.0,1.0,-1.2166179339343363e6,1.2166183792424444e6,-0.36699630646035075,-0.36699630646035075,1.0,0.0,0.6473584857095747,0.6473584857095747
583,1,11.636294914130414,12.361988579125354,-1.2166192638499246e6,3.0,1.0,0.7830687282969783,-1.2166192638499246e6,1.2166196225233215e6,-0.03792964853346348,0.4034552990924567,2.0,0.0,0.6473584857095747,0.6473584857095747
584,1,11.62960990438951,12.302596331022723,-1.2166202042282545e6,1.0,1.0,0.7927596958030533,-1.2166202042282545e6,1.2166202241865485e6,0.23223513504490256,0.23223513504490256,1.0,0.0,0.6473584857095747,0.6473584857095747
585,1,11.659687979151908,12.482165011870991,-1.2166186610363452e6,7.0,1.0,0.9975143270877332,-1.2166186610363452e6,1.216620330587381e6,-0.0009057358838617802,-0.25182954012416303,3.0,0.0,0.6473584857095747,0.6473584857095747
586,1,11.872841646798351,12.605118379671294,-1.2166182845127769e6,7.0,1.0,0.8469385152993956,-1.2166182845127769e6,1.2166195467994749e6,0.17294947989284992,0.4469982208684087,2.0,0.0,0.6473584857095747,0.6473584857095747
587,1,11.895017100820155,12.736010083468209,-1.2166178455434968e6,3.0,1.0,0.990320356871092,-1.2166178455434968e6,1.2166183894519268e6,-0.3777800486423075,-0.3777800486423075,2.0,0.0,0.6473584857095747,0.6473584857095747
588,1,11.895549009149974,12.713236582570541,-1.216617845177519e6,7.0,1.0,0.9885993939759113,-1.216617845177519e6,1.216617931796804e6,0.03497173427604139,-0.037587816594168544,3.0,0.0,0.6473584857095747,0.6473584857095747
589,1,11.838509571435042,12.664935699517939,-1.2166173943717838e6,3.0,1.0,0.9946541598066453,-1.2166173943717838e6,1.2166182033906241e6,-0.0651774643920362,-0.0651774643920362,1.0,0.0,0.6473584857095747,0.6473584857095747
590,1,11.873379386804308,12.774461927702948,-1.2166180667244417e6,7.0,1.0,0.5249937010785474,-1.2166180667244417e6,1.2166196296402065e6,0.21279398468323052,1.714028949616477,2.0,0.0,0.6473584857095747,0.6473584857095747
591,1,11.786087633515809,12.577486979485373,-1.2166173289766773e6,7.0,1.0,0.5906487168992759,-1.2166173289766773e6,1.216619977933009e6,-0.3036849028430879,1.2145952901337296,2.0,0.0,0.6473584857095747,0.6473584857095747
592,1,11.767212929079284,12.607206989234113,-1.2166174683341794e6,3.0,1.0,0.34084279607341356,-1.2166174683341794e6,1.2166200425422462e6,0.140130479587242,2.7983409594744444,2.0,0.0,0.6473584857095747,0.6473584857095747
593,1,11.805049303449568,12.675835732367815,-1.21661758186744e6,7.0,1.0,0.9620202383817636,-1.21661758186744e6,1.2166181580187639e6,0.040731101064011455,0.10299794608727098,2.0,0.0,0.6473584857095747,0.6473584857095747
594,1,12.011425585860085,12.861096831961477,-1.2166198442275545e6,7.0,1.0,0.9288360832883936,-1.2166198442275545e6,1.216620739603545e6,0.12443418521434069,0.22533270483836532,2.0,0.0,0.6473584857095747,0.6473584857095747
595,1,11.801007264341692,12.571506696335966,-1.2166174262488924e6,7.0,1.0,1.0,-1.2166174262488924e6,1.2166197237518749e6,-0.21486847521737218,-0.24767860304564238,3.0,0.0,0.6473584857095747,0.6473584857095747
596,1,11.73007988528095,12.550531852163413,-1.2166176424612843e6,3.0,1.0,0.6731068790344498,-1.2166176424612843e6,1.2166183420987085e6,0.023302440531551838,0.7092455599922687,2.0,0.0,0.6473584857095747,0.6473584857095747
597,1,11.728114339493006,12.55111198156255,-1.2166176719664529e6,3.0,1.0,0.9959660537482261,-1.2166176719664529e6,1.2166178669683202e6,0.012175662210211158,-0.01396892499178648,2.0,0.0,0.6473584857095747,0.6473584857095747
598,1,11.731715139748944,12.46327194817131,-1.2166179604641409e6,3.0,1.0,0.9920441524753959,-1.2166179604641409e6,1.216617964895907e6,0.024156987201422453,-0.07881053304299712,2.0,0.0,0.6473584857095747,0.6473584857095747
599,1,11.731715139748944,12.46327194817131,-1.2166179604641409e6,3.0,1.0,0.3556237657241533,-1.2166179604641409e6,1.2166197884304358e6,0.0,1.5848116951528937,2.0,0.0,0.6473584857095747,0.6473584857095747
600,1,11.744642685336622,12.570879136604761,-1.2166175420741835e6,7.0,1.0,0.7584927502259841,-1.2166175420741835e6,1.2166185082441834e6,0.0026239121798425913,0.5544188779313117,2.0,0.0,0.6473584857095747,0.6473584857095747
601,1,11.704119945093336,12.435526104035715,-1.2166181943791893e6,3.0,1.0,0.9634669028963968,-1.2166181943791893e6,1.216618332473115e6,0.007635884219780564,0.0791978114284575,2.0,0.0,0.6473584857095747,0.6473584857095747
602,1,11.89798698281378,12.792114524848794,-1.216618186189559e6,7.0,1.0,0.8310098976867337,-1.216618186189559e6,1.2166214588046896e6,0.07079193159006536,0.2956926461774856,2.0,0.0,0.6473584857095747,0.6473584857095747
603,1,12.030116258824071,12.945789156171301,-1.2166205619482754e6,3.0,1.0,0.866792948767006,-1.2166205619482754e6,1.2166208699200002e6,0.08492135256528854,0.20343067264184356,2.0,0.0,0.6473584857095747,0.6473584857095747
604,1,11.985310877769631,12.845345091201551,-1.216619287244267e6,3.0,1.0,0.7198921375372183,-1.216619287244267e6,1.2166215510545606e6,-0.051805974915623665,0.6636278056539595,2.0,0.0,0.6473584857095747,0.6473584857095747
605,1,12.051704200531574,12.8321772379596,-1.2166212798932234e6,3.0,1.0,0.7333420923980704,-1.2166212798932234e6,1.216621323234699e6,0.6128835137933493,0.6128835137933493,2.0,0.0,0.6473584857095747,0.6473584857095747
606,1,12.013610614521168,12.855128111583772,-1.2166199002495508e6,1.0,1.0,1.0,-1.2166199002495508e6,1.2166209038833603e6,-0.4954844315070659,-0.4954844315070659,1.0,0.0,0.6473584857095747,0.6473584857095747
607,1,11.825989170185062,12.752868641943023,-1.2166182889837832e6,7.0,1.0,0.9042801539005002,-1.2166182889837832e6,1.2166207448800164e6,0.07504367479123175,0.4198784655891359,2.0,0.0,0.6473584857095747,0.6473584857095747
608,1,11.816793341400054,12.631008677960125,-1.216617314855743e6,7.0,1.0,0.9811196317478508,-1.216617314855743e6,1.2166182698357326e6,-0.36663771606981754,-0.36663771606981754,3.0,0.0,0.6473584857095747,0.6473584857095747
609,1,11.879302087826087,12.775255631428813,-1.2166180504219008e6,7.0,1.0,0.9397734566080356,-1.2166180504219008e6,1.2166180537999498e6,0.10019630822353065,0.11654142546467483,2.0,0.0,0.6473584857095747,0.6473584857095747
610,1,11.93353273883039,12.843786511842563,-1.2166187466465556e6,3.0,1.0,0.5036618760032412,-1.2166187466465556e6,1.216620482923141e6,0.04299851506948471,1.3518095917534083,2.0,0.0,0.6473584857095747,0.6473584857095747
611,1,11.86910735039465,12.691876080229584,-1.2166175828637083e6,3.0,1.0,0.9803479010007626,-1.2166175828637083e6,1.2166188456495665e6,-0.08599736611358821,-0.08599736611358821,2.0,0.0,0.6473584857095747,0.6473584857095747
612,1,11.814220488257968,12.684137852034024,-1.2166175679272113e6,7.0,1.0,0.6562155336289953,-1.2166175679272113e6,1.2166186739011526e6,0.08345200587064028,0.9651321116834879,2.0,0.0,0.6473584857095747,0.6473584857095747
613,1,11.820276919227062,12.667593272559165,-1.216617412290882e6,1.0,1.0,1.0,-1.216617412290882e6,1.2166175228039634e6,-0.0679646055214107,-0.0679646055214107,1.0,0.0,0.6473584857095747,0.6473584857095747
614,1,11.762051007432387,12.526866495607411,-1.2166175060582415e6,7.0,1.0,0.9788954949492129,-1.2166175060582415e6,1.2166178944386858e6,0.0003491058014333248,0.05408800859004259,2.0,0.0,0.6473584857095747,0.6473584857095747
615,1,11.82509224962486,12.663811285022353,-1.2166173822840184e6,7.0,1.0,1.0,-1.2166173822840184e6,1.2166175958128793e6,-0.02226428803987801,-0.026645793579518795,2.0,0.0,0.6473584857095747,0.6473584857095747
616,1,11.755699945896998,12.641551864767653,-1.2166179841947802e6,7.0,1.0,0.8410726951136416,-1.2166179841947802e6,1.2166185088982433e6,0.31036225287243724,0.31375392572954297,2.0,0.0,0.6473584857095747,0.6473584857095747
617,1,11.755699945896998,12.641551864767653,-1.2166179841947802e6,3.0,1.0,0.48756667331376957,-1.2166179841947802e6,1.2166205134923584e6,0.0,1.4706329002510756,1.0,0.0,0.6473584857095747,0.6473584857095747
618,1,11.854818906513692,12.598116201004979,-1.216617955999791e6,7.0,1.0,0.897646775719255,-1.216617955999791e6,1.2166186036527161e6,-0.05926768388599157,0.22786608152091503,2.0,0.0,0.6473584857095747,0.6473584857095747
619,1,11.943035912712343,12.91924581394602,-1.2166198298266325e6,7.0,1.0,0.9450810023934307,-1.2166198298266325e6,1.2166206368046869e6,0.06778821698389947,-0.2998136563692242,2.0,0.0,0.6473584857095747,0.6473584857095747
